,,,,,,,,,
,b1e7267d-2884-4416-b3d6-6a669fc4e423,,,,,,,,
,_id,Year,Month,YearMonth,Port1,Port2,Route,$Value,$Real
,1218,2011,5,201105,Perth,Port Hedland,Perth - Port Hedland,495,729.5262097
,1219,2011,5,201105,Perth,Sydney,Perth - Sydney,347,511.4052419
,1220,2011,5,201105,Port Macquarie,Sydney,Port Macquarie - Sydney,173.01,254.9804637
,1221,2011,5,201105,Sydney,Tamworth,Sydney - Tamworth,228,336.0241935
,1222,2011,5,201105,Sydney,Townsville,Sydney - Townsville,278,409.7137097
,1223,2011,5,201105,Sydney,Wagga Wagga,Sydney - Wagga Wagga,251.31,370.378246
,1224,2011,5,201105,Newcastle,Gold Coast,Newcastle - Gold Coast,208,306.5483871
,1225,2011,6,201106,Adelaide,Alice Springs,Adelaide - Alice Springs,497,732.4737903
,1226,2011,6,201106,Adelaide,Brisbane,Adelaide - Brisbane,338,498.141129
,1227,2011,6,201106,Adelaide,Canberra,Adelaide - Canberra,324,477.5080645
,1228,2011,6,201106,Adelaide,Darwin,Adelaide - Darwin,498,733.9475806
,1229,2011,6,201106,Adelaide,Gold Coast,Adelaide - Gold Coast,417,614.5705645
,1230,2011,6,201106,Adelaide,Melbourne,Adelaide - Melbourne,89.9,132.49375
,1231,2011,6,201106,Adelaide,Perth,Adelaide - Perth,388,571.8306452
,1232,2011,6,201106,Adelaide,Port Lincoln,Adelaide - Port Lincoln,226.05,333.1503024
,1233,2011,6,201106,Adelaide,Sydney,Adelaide - Sydney,199.9,294.6106855
,1234,2011,6,201106,Albury,Sydney,Albury - Sydney,198,291.8104839
,1235,2011,6,201106,Alice Springs,Darwin,Alice Springs - Darwin,624,919.6451613
,1236,2011,6,201106,Alice Springs,Melbourne,Alice Springs - Melbourne,505,744.2641129
,1237,2011,6,201106,Alice Springs,Sydney,Alice Springs - Sydney,664,978.5967742
,1238,2011,6,201106,Armidale,Sydney,Armidale - Sydney,300,442.1370968
,1239,2011,6,201106,Avalon,Brisbane,Avalon - Brisbane,188,277.0725806
,1240,2011,6,201106,Avalon,Sydney,Avalon - Sydney,69.9,103.0179435
,1241,2011,6,201106,Ayers Rock,Sydney,Ayers Rock - Sydney,414,610.1491935
,1242,2011,6,201106,Ballina,Sydney,Ballina - Sydney,148,218.1209677
,1243,2011,6,201106,Brisbane,Cairns,Brisbane - Cairns,328,483.4032258
,1244,2011,6,201106,Brisbane,Canberra,Brisbane - Canberra,238,350.7620968
,1245,2011,6,201106,Brisbane,Darwin,Brisbane - Darwin,497,732.4737903
,1246,2011,6,201106,Brisbane,Emerald,Brisbane - Emerald,378,557.0927419
,1247,2011,6,201106,Brisbane,Gladstone,Brisbane - Gladstone,138,203.3830645
,1248,2011,6,201106,Brisbane,Hamilton Island,Brisbane - Hamilton Island,148,218.1209677
,1249,2011,6,201106,Brisbane,Mackay,Brisbane - Mackay,178,262.3346774
,1250,2011,6,201106,Brisbane,Melbourne,Brisbane - Melbourne,159.9,235.6590726
,1251,2011,6,201106,Brisbane,Mount Isa,Brisbane - Mount Isa,698,1028.705645
,1252,2011,6,201106,Brisbane,Perth,Brisbane - Perth,398,586.5685484
,1253,2011,6,201106,Brisbane,Proserpine,Brisbane - Proserpine,198,291.8104839
,1254,2011,6,201106,Brisbane,Rockhampton,Brisbane - Rockhampton,190,280.0201613
,1255,2011,6,201106,Brisbane,Sydney,Brisbane - Sydney,99.9,147.2316532
,1256,2011,6,201106,Brisbane,Townsville,Brisbane - Townsville,278,409.7137097
,1257,2011,6,201106,Brisbane,Newcastle,Brisbane - Newcastle,158,232.858871
,1258,2011,6,201106,Broome,Perth,Broome - Perth,517,761.9495968
,1259,2011,6,201106,Bundaberg,Brisbane,Bundaberg - Brisbane,315,464.2439516
,1260,2011,6,201106,Cairns,Melbourne,Cairns - Melbourne,319.9,471.4655242
,1261,2011,6,201106,Cairns,Sydney,Cairns - Sydney,418,616.0443548
,1262,2011,6,201106,Cairns,Townsville,Cairns - Townsville,190,280.0201613
,1263,2011,6,201106,Canberra,Melbourne,Canberra - Melbourne,149.9,220.9211694
,1264,2011,6,201106,Canberra,Sydney,Canberra - Sydney,198,291.8104839
,1265,2011,6,201106,Coffs Harbour,Sydney,Coffs Harbour - Sydney,198,291.8104839
,1266,2011,6,201106,Darwin,Melbourne,Darwin - Melbourne,584,860.6935484
,1267,2011,6,201106,Darwin,Perth,Darwin - Perth,528,778.1612903
,1268,2011,6,201106,Darwin,Sydney,Darwin - Sydney,588,866.5887097
,1269,2011,6,201106,Devonport,Melbourne,Devonport - Melbourne,293,431.8205645
,1270,2011,6,201106,Dubbo,Sydney,Dubbo - Sydney,297.81,438.909496
,1271,2011,6,201106,Geraldton,Perth,Geraldton - Perth,304.54,448.8281048
,1272,2011,6,201106,Gold Coast,Sydney,Gold Coast - Sydney,89.9,132.49375
,1273,2011,6,201106,Hamilton Island,Sydney,Hamilton Island - Sydney,310,456.875
,1274,2011,6,201106,Hobart,Melbourne,Hobart - Melbourne,89.9,132.49375
,1275,2011,6,201106,Hobart,Sydney,Hobart - Sydney,198,291.8104839
,1276,2011,6,201106,Kalgoorlie,Perth,Kalgoorlie - Perth,278.82,410.9222177
,1277,2011,6,201106,Karratha,Perth,Karratha - Perth,416,613.0967742
,1278,2011,6,201106,Launceston,Melbourne,Launceston - Melbourne,158,232.858871
,1279,2011,6,201106,Launceston,Sydney,Launceston - Sydney,188,277.0725806
,1280,2011,6,201106,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,149.9,220.9211694
,1281,2011,6,201106,Sunshine Coast,Sydney,Sunshine Coast - Sydney,89.9,132.49375
,1282,2011,6,201106,Melbourne,Gold Coast,Melbourne - Gold Coast,149.9,220.9211694
,1283,2011,6,201106,Melbourne,Mildura,Melbourne - Mildura,198,291.8104839
,1284,2011,6,201106,Melbourne,Perth,Melbourne - Perth,449.9,663.0582661
,1285,2011,6,201106,Melbourne,Sydney,Melbourne - Sydney,89.9,132.49375
,1286,2011,6,201106,Melbourne,Newcastle,Melbourne - Newcastle,140,206.3306452
,1287,2011,6,201106,Paraburdoo,Perth,Paraburdoo - Perth,655,965.3326613
,1288,2011,6,201106,Perth,Newman,Perth - Newman,530,781.108871
,1289,2011,6,201106,Perth,Port Hedland,Perth - Port Hedland,527,776.6875
,1290,2011,6,201106,Perth,Sydney,Perth - Sydney,288,424.4516129
,1291,2011,6,201106,Port Macquarie,Sydney,Port Macquarie - Sydney,210,309.4959677
,1292,2011,6,201106,Sydney,Tamworth,Sydney - Tamworth,228,336.0241935
,1293,2011,6,201106,Sydney,Townsville,Sydney - Townsville,348,512.8790323
,1294,2011,6,201106,Sydney,Wagga Wagga,Sydney - Wagga Wagga,251.31,370.378246
,1295,2011,6,201106,Newcastle,Gold Coast,Newcastle - Gold Coast,198,291.8104839
,1296,2011,7,201107,Adelaide,Alice Springs,Adelaide - Alice Springs,589,862.8436874
,1297,2011,7,201107,Adelaide,Brisbane,Adelaide - Brisbane,338,495.1462926
,1298,2011,7,201107,Adelaide,Canberra,Adelaide - Canberra,338,495.1462926
,1299,2011,7,201107,Adelaide,Darwin,Adelaide - Darwin,568,832.0801603
,1300,2011,7,201107,Adelaide,Gold Coast,Adelaide - Gold Coast,344,503.9358717
,1301,2011,7,201107,Adelaide,Melbourne,Adelaide - Melbourne,108,158.2124248
,1302,2011,7,201107,Adelaide,Perth,Adelaide - Perth,378,553.743487
,1303,2011,7,201107,Adelaide,Port Lincoln,Adelaide - Port Lincoln,226.05,331.1473948
,1304,2011,7,201107,Adelaide,Sydney,Adelaide - Sydney,228,334.004008
,1305,2011,7,201107,Albury,Sydney,Albury - Sydney,198,290.0561122
,1306,2011,7,201107,Alice Springs,Darwin,Alice Springs - Darwin,588,861.3787575
,1307,2011,7,201107,Alice Springs,Melbourne,Alice Springs - Melbourne,638,934.6252505
,1308,2011,7,201107,Alice Springs,Sydney,Alice Springs - Sydney,798,1169.014028
,1309,2011,7,201107,Armidale,Sydney,Armidale - Sydney,248,363.3026052
,1310,2011,7,201107,Avalon,Brisbane,Avalon - Brisbane,138,202.1603206
,1311,2011,7,201107,Avalon,Sydney,Avalon - Sydney,78,114.2645291
,1312,2011,7,201107,Ayers Rock,Sydney,Ayers Rock - Sydney,414,606.4809619
,1313,2011,7,201107,Ballina,Sydney,Ballina - Sydney,128,187.511022
,1314,2011,7,201107,Brisbane,Cairns,Brisbane - Cairns,258,377.9519038
,1315,2011,7,201107,Brisbane,Canberra,Brisbane - Canberra,218,319.3547094
,1316,2011,7,201107,Brisbane,Darwin,Brisbane - Darwin,468,685.5871743
,1317,2011,7,201107,Brisbane,Emerald,Brisbane - Emerald,198,290.0561122
,1318,2011,7,201107,Brisbane,Gladstone,Brisbane - Gladstone,180,263.6873747
,1319,2011,7,201107,Brisbane,Hamilton Island,Brisbane - Hamilton Island,168,246.1082164
,1320,2011,7,201107,Brisbane,Mackay,Brisbane - Mackay,168,246.1082164
,1321,2011,7,201107,Brisbane,Melbourne,Brisbane - Melbourne,218,319.3547094
,1322,2011,7,201107,Brisbane,Mount Isa,Brisbane - Mount Isa,669,980.0380762
,1323,2011,7,201107,Brisbane,Perth,Brisbane - Perth,378,553.743487
,1324,2011,7,201107,Brisbane,Proserpine,Brisbane - Proserpine,168,246.1082164
,1325,2011,7,201107,Brisbane,Rockhampton,Brisbane - Rockhampton,170,249.0380762
,1326,2011,7,201107,Brisbane,Sydney,Brisbane - Sydney,158,231.4589178
,1327,2011,7,201107,Brisbane,Townsville,Brisbane - Townsville,228,334.004008
,1328,2011,7,201107,Brisbane,Newcastle,Brisbane - Newcastle,98,143.5631263
,1329,2011,7,201107,Broome,Perth,Broome - Perth,628,919.9759519
,1330,2011,7,201107,Bundaberg,Brisbane,Bundaberg - Brisbane,315,461.4529058
,1331,2011,7,201107,Cairns,Melbourne,Cairns - Melbourne,427,625.5250501
,1332,2011,7,201107,Cairns,Sydney,Cairns - Sydney,338,495.1462926
,1333,2011,7,201107,Cairns,Townsville,Cairns - Townsville,198,290.0561122
,1334,2011,7,201107,Canberra,Melbourne,Canberra - Melbourne,180,263.6873747
,1335,2011,7,201107,Canberra,Sydney,Canberra - Sydney,198,290.0561122
,1336,2011,7,201107,Coffs Harbour,Sydney,Coffs Harbour - Sydney,198,290.0561122
,1337,2011,7,201107,Darwin,Melbourne,Darwin - Melbourne,468,685.5871743
,1338,2011,7,201107,Darwin,Perth,Darwin - Perth,396,580.1122244
,1339,2011,7,201107,Darwin,Sydney,Darwin - Sydney,468,685.5871743
,1340,2011,7,201107,Devonport,Melbourne,Devonport - Melbourne,240,351.5831663
,1341,2011,7,201107,Dubbo,Sydney,Dubbo - Sydney,298.8,437.7210421
,1342,2011,7,201107,Geraldton,Perth,Geraldton - Perth,304.54,446.1297395
,1343,2011,7,201107,Gold Coast,Sydney,Gold Coast - Sydney,118,172.8617234
,1344,2011,7,201107,Hamilton Island,Sydney,Hamilton Island - Sydney,278,407.250501
,1345,2011,7,201107,Hobart,Melbourne,Hobart - Melbourne,153,224.1342685
,1346,2011,7,201107,Hobart,Sydney,Hobart - Sydney,178,260.757515
,1347,2011,7,201107,Kalgoorlie,Perth,Kalgoorlie - Perth,278.82,408.4517435
,1348,2011,7,201107,Karratha,Perth,Karratha - Perth,478,700.2364729
,1349,2011,7,201107,Launceston,Melbourne,Launceston - Melbourne,138,202.1603206
,1350,2011,7,201107,Launceston,Sydney,Launceston - Sydney,158,231.4589178
,1351,2011,7,201107,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,248,363.3026052
,1352,2011,7,201107,Sunshine Coast,Sydney,Sunshine Coast - Sydney,128,187.511022
,1353,2011,7,201107,Melbourne,Gold Coast,Melbourne - Gold Coast,186,272.4769539
,1354,2011,7,201107,Melbourne,Mildura,Melbourne - Mildura,178,260.757515
,1355,2011,7,201107,Melbourne,Perth,Melbourne - Perth,398,583.0420842
,1356,2011,7,201107,Melbourne,Sydney,Melbourne - Sydney,148,216.8096192
,1357,2011,7,201107,Melbourne,Newcastle,Melbourne - Newcastle,138,202.1603206
,1358,2011,7,201107,Paraburdoo,Perth,Paraburdoo - Perth,629,921.4408818
,1359,2011,7,201107,Perth,Newman,Perth - Newman,568,832.0801603
,1360,2011,7,201107,Perth,Port Hedland,Perth - Port Hedland,527,772.0180361
,1361,2011,7,201107,Perth,Sydney,Perth - Sydney,316,462.9178357
,1362,2011,7,201107,Port Macquarie,Sydney,Port Macquarie - Sydney,210,307.6352705
,1363,2011,7,201107,Sydney,Tamworth,Sydney - Tamworth,226,331.0741483
,1364,2011,7,201107,Sydney,Townsville,Sydney - Townsville,288,421.8997996
,1365,2011,7,201107,Sydney,Wagga Wagga,Sydney - Wagga Wagga,251.31,368.151523
,1366,2011,7,201107,Newcastle,Gold Coast,Newcastle - Gold Coast,158,231.4589178
,1367,2011,8,201108,Adelaide,Alice Springs,Adelaide - Alice Springs,418,612.3406814
,1368,2011,8,201108,Adelaide,Brisbane,Adelaide - Brisbane,278,407.250501
,1369,2011,8,201108,Adelaide,Canberra,Adelaide - Canberra,330,483.4268537
,1370,2011,8,201108,Adelaide,Darwin,Adelaide - Darwin,408,597.6913828
,1371,2011,8,201108,Adelaide,Gold Coast,Adelaide - Gold Coast,328,480.496994
,1372,2011,8,201108,Adelaide,Melbourne,Adelaide - Melbourne,148,216.8096192
,1373,2011,8,201108,Adelaide,Perth,Adelaide - Perth,370,542.0240481
,1374,2011,8,201108,Adelaide,Port Lincoln,Adelaide - Port Lincoln,226.06,331.1620441
,1375,2011,8,201108,Adelaide,Sydney,Adelaide - Sydney,133,194.8356713
,1376,2011,8,201108,Albury,Sydney,Albury - Sydney,198,290.0561122
,1377,2011,8,201108,Alice Springs,Darwin,Alice Springs - Darwin,618,905.3266533
,1378,2011,8,201108,Alice Springs,Melbourne,Alice Springs - Melbourne,598,876.0280561
,1379,2011,8,201108,Alice Springs,Sydney,Alice Springs - Sydney,698,1022.521042
,1380,2011,8,201108,Armidale,Sydney,Armidale - Sydney,353,517.1202405
,1381,2011,8,201108,Avalon,Brisbane,Avalon - Brisbane,178,260.757515
,1382,2011,8,201108,Avalon,Sydney,Avalon - Sydney,78,114.2645291
,1383,2011,8,201108,Ayers Rock,Sydney,Ayers Rock - Sydney,414,606.4809619
,1384,2011,8,201108,Ballina,Sydney,Ballina - Sydney,178,260.757515
,1385,2011,8,201108,Brisbane,Cairns,Brisbane - Cairns,246,360.3727455
,1386,2011,8,201108,Brisbane,Canberra,Brisbane - Canberra,218,319.3547094
,1387,2011,8,201108,Brisbane,Darwin,Brisbane - Darwin,378,553.743487
,1388,2011,8,201108,Brisbane,Emerald,Brisbane - Emerald,244,357.4428858
,1389,2011,8,201108,Brisbane,Gladstone,Brisbane - Gladstone,198,290.0561122
,1390,2011,8,201108,Brisbane,Hamilton Island,Brisbane - Hamilton Island,158,231.4589178
,1391,2011,8,201108,Brisbane,Mackay,Brisbane - Mackay,168,246.1082164
,1392,2011,8,201108,Brisbane,Melbourne,Brisbane - Melbourne,238,348.6533066
,1393,2011,8,201108,Brisbane,Mount Isa,Brisbane - Mount Isa,699,1023.985972
,1394,2011,8,201108,Brisbane,Perth,Brisbane - Perth,166,243.1783567
,1395,2011,8,201108,Brisbane,Proserpine,Brisbane - Proserpine,208,304.7054108
,1396,2011,8,201108,Brisbane,Rockhampton,Brisbane - Rockhampton,178,260.757515
,1397,2011,8,201108,Brisbane,Sydney,Brisbane - Sydney,158,231.4589178
,1398,2011,8,201108,Brisbane,Townsville,Brisbane - Townsville,238,348.6533066
,1399,2011,8,201108,Brisbane,Newcastle,Brisbane - Newcastle,118,172.8617234
,1400,2011,8,201108,Broome,Perth,Broome - Perth,628,919.9759519
,1401,2011,8,201108,Bundaberg,Brisbane,Bundaberg - Brisbane,370,542.0240481
,1402,2011,8,201108,Cairns,Melbourne,Cairns - Melbourne,458,670.9378758
,1403,2011,8,201108,Cairns,Sydney,Cairns - Sydney,348,509.7955912
,1404,2011,8,201108,Cairns,Townsville,Cairns - Townsville,198,290.0561122
,1405,2011,8,201108,Canberra,Melbourne,Canberra - Melbourne,210,307.6352705
,1406,2011,8,201108,Canberra,Sydney,Canberra - Sydney,198,290.0561122
,1407,2011,8,201108,Coffs Harbour,Sydney,Coffs Harbour - Sydney,208,304.7054108
,1408,2011,8,201108,Darwin,Melbourne,Darwin - Melbourne,367,537.6292585
,1409,2011,8,201108,Darwin,Perth,Darwin - Perth,396,580.1122244
,1410,2011,8,201108,Darwin,Sydney,Darwin - Sydney,498,729.5350701
,1411,2011,8,201108,Devonport,Melbourne,Devonport - Melbourne,344,503.9358717
,1412,2011,8,201108,Dubbo,Sydney,Dubbo - Sydney,298.8,437.7210421
,1413,2011,8,201108,Geraldton,Perth,Geraldton - Perth,399,584.507014
,1414,2011,8,201108,Gold Coast,Sydney,Gold Coast - Sydney,148,216.8096192
,1415,2011,8,201108,Hamilton Island,Sydney,Hamilton Island - Sydney,330,483.4268537
,1416,2011,8,201108,Hobart,Melbourne,Hobart - Melbourne,158,231.4589178
,1417,2011,8,201108,Hobart,Sydney,Hobart - Sydney,178,260.757515
,1418,2011,8,201108,Kalgoorlie,Perth,Kalgoorlie - Perth,358,524.4448898
,1419,2011,8,201108,Karratha,Perth,Karratha - Perth,478,700.2364729
,1420,2011,8,201108,Launceston,Melbourne,Launceston - Melbourne,138,202.1603206
,1421,2011,8,201108,Launceston,Sydney,Launceston - Sydney,198,290.0561122
,1422,2011,8,201108,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,298,436.5490982
,1423,2011,8,201108,Sunshine Coast,Sydney,Sunshine Coast - Sydney,208,304.7054108
,1424,2011,8,201108,Melbourne,Gold Coast,Melbourne - Gold Coast,188,275.4068136
,1425,2011,8,201108,Melbourne,Mildura,Melbourne - Mildura,198,290.0561122
,1426,2011,8,201108,Melbourne,Perth,Melbourne - Perth,398,583.0420842
,1427,2011,8,201108,Melbourne,Sydney,Melbourne - Sydney,148,216.8096192
,1428,2011,8,201108,Melbourne,Newcastle,Melbourne - Newcastle,128,187.511022
,1429,2011,8,201108,Paraburdoo,Perth,Paraburdoo - Perth,629,921.4408818
,1430,2011,8,201108,Perth,Newman,Perth - Newman,568,832.0801603
,1431,2011,8,201108,Perth,Port Hedland,Perth - Port Hedland,527,772.0180361
,1432,2011,8,201108,Perth,Sydney,Perth - Sydney,173,253.4328657
,1433,2011,8,201108,Port Macquarie,Sydney,Port Macquarie - Sydney,209,306.1703407
,1434,2011,8,201108,Sydney,Tamworth,Sydney - Tamworth,228,334.004008
,1435,2011,8,201108,Sydney,Townsville,Sydney - Townsville,278,407.250501
,1436,2011,8,201108,Sydney,Wagga Wagga,Sydney - Wagga Wagga,251.3,368.1368737
,1437,2011,8,201108,Newcastle,Gold Coast,Newcastle - Gold Coast,238,348.6533066
,1438,2011,9,201109,Adelaide,Alice Springs,Adelaide - Alice Springs,499,731
,1439,2011,9,201109,Adelaide,Brisbane,Adelaide - Brisbane,448,656.2885772
,1440,2011,9,201109,Adelaide,Canberra,Adelaide - Canberra,408,597.6913828
,1441,2011,9,201109,Adelaide,Darwin,Adelaide - Darwin,764,1119.206413
,1442,2011,9,201109,Adelaide,Gold Coast,Adelaide - Gold Coast,498,729.5350701
,1443,2011,9,201109,Adelaide,Melbourne,Adelaide - Melbourne,268,392.6012024
,1444,2011,9,201109,Adelaide,Perth,Adelaide - Perth,494,723.6753507
,1445,2011,9,201109,Adelaide,Port Lincoln,Adelaide - Port Lincoln,226.05,331.1473948
,1446,2011,9,201109,Adelaide,Sydney,Adelaide - Sydney,272,398.4609218
,1447,2011,9,201109,Albury,Sydney,Albury - Sydney,217.6,318.7687375
,1448,2011,9,201109,Alice Springs,Darwin,Alice Springs - Darwin,588,861.3787575
,1449,2011,9,201109,Alice Springs,Melbourne,Alice Springs - Melbourne,748,1095.767535
,1450,2011,9,201109,Alice Springs,Sydney,Alice Springs - Sydney,808,1183.663327
,1451,2011,9,201109,Armidale,Sydney,Armidale - Sydney,353,517.1202405
,1452,2011,9,201109,Avalon,Brisbane,Avalon - Brisbane,284,416.0400802
,1453,2011,9,201109,Avalon,Sydney,Avalon - Sydney,148,216.8096192
,1454,2011,9,201109,Ayers Rock,Sydney,Ayers Rock - Sydney,518,758.8336673
,1455,2011,9,201109,Ballina,Sydney,Ballina - Sydney,228,334.004008
,1456,2011,9,201109,Brisbane,Cairns,Brisbane - Cairns,274,401.3907816
,1457,2011,9,201109,Brisbane,Canberra,Brisbane - Canberra,218,319.3547094
,1458,2011,9,201109,Brisbane,Darwin,Brisbane - Darwin,398,583.0420842
,1459,2011,9,201109,Brisbane,Emerald,Brisbane - Emerald,400,585.9719439
,1460,2011,9,201109,Brisbane,Gladstone,Brisbane - Gladstone,198,290.0561122
,1461,2011,9,201109,Brisbane,Hamilton Island,Brisbane - Hamilton Island,358,524.4448898
,1462,2011,9,201109,Brisbane,Mackay,Brisbane - Mackay,188,275.4068136
,1463,2011,9,201109,Brisbane,Melbourne,Brisbane - Melbourne,179.9,263.5408818
,1464,2011,9,201109,Brisbane,Mount Isa,Brisbane - Mount Isa,729,1067.933868
,1465,2011,9,201109,Brisbane,Perth,Brisbane - Perth,394,577.1823647
,1466,2011,9,201109,Brisbane,Proserpine,Brisbane - Proserpine,258,377.9519038
,1467,2011,9,201109,Brisbane,Rockhampton,Brisbane - Rockhampton,178,260.757515
,1468,2011,9,201109,Brisbane,Sydney,Brisbane - Sydney,190,278.3366733
,1469,2011,9,201109,Brisbane,Townsville,Brisbane - Townsville,264,386.741483
,1470,2011,9,201109,Brisbane,Newcastle,Brisbane - Newcastle,168,246.1082164
,1471,2011,9,201109,Broome,Perth,Broome - Perth,598,876.0280561
,1472,2011,9,201109,Bundaberg,Brisbane,Bundaberg - Brisbane,370,542.0240481
,1473,2011,9,201109,Cairns,Melbourne,Cairns - Melbourne,624,914.1162325
,1474,2011,9,201109,Cairns,Sydney,Cairns - Sydney,444,650.4288577
,1475,2011,9,201109,Cairns,Townsville,Cairns - Townsville,190,278.3366733
,1476,2011,9,201109,Canberra,Melbourne,Canberra - Melbourne,210,307.6352705
,1477,2011,9,201109,Canberra,Sydney,Canberra - Sydney,198,290.0561122
,1478,2011,9,201109,Coffs Harbour,Sydney,Coffs Harbour - Sydney,193,282.7314629
,1479,2011,9,201109,Darwin,Melbourne,Darwin - Melbourne,613,898.002004
,1480,2011,9,201109,Darwin,Perth,Darwin - Perth,396,580.1122244
,1481,2011,9,201109,Darwin,Sydney,Darwin - Sydney,634,928.7655311
,1482,2011,9,201109,Devonport,Melbourne,Devonport - Melbourne,397,581.5771543
,1483,2011,9,201109,Dubbo,Sydney,Dubbo - Sydney,298.8,437.7210421
,1484,2011,9,201109,Geraldton,Perth,Geraldton - Perth,351.18,514.4540681
,1485,2011,9,201109,Gold Coast,Sydney,Gold Coast - Sydney,163,238.7835671
,1486,2011,9,201109,Hamilton Island,Sydney,Hamilton Island - Sydney,527,772.0180361
,1487,2011,9,201109,Hobart,Melbourne,Hobart - Melbourne,178,260.757515
,1488,2011,9,201109,Hobart,Sydney,Hobart - Sydney,258,377.9519038
,1489,2011,9,201109,Kalgoorlie,Perth,Kalgoorlie - Perth,457.15,669.6926854
,1490,2011,9,201109,Karratha,Perth,Karratha - Perth,500,732.4649299
,1491,2011,9,201109,Launceston,Melbourne,Launceston - Melbourne,158,231.4589178
,1492,2011,9,201109,Launceston,Sydney,Launceston - Sydney,228,334.004008
,1493,2011,9,201109,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,459,672.4028056
,1494,2011,9,201109,Sunshine Coast,Sydney,Sunshine Coast - Sydney,258,377.9519038
,1495,2011,9,201109,Melbourne,Gold Coast,Melbourne - Gold Coast,159.95,234.3155311
,1496,2011,9,201109,Melbourne,Mildura,Melbourne - Mildura,198,290.0561122
,1497,2011,9,201109,Melbourne,Perth,Melbourne - Perth,513,751.509018
,1498,2011,9,201109,Melbourne,Sydney,Melbourne - Sydney,99.9,146.346493
,1499,2011,9,201109,Melbourne,Newcastle,Melbourne - Newcastle,188,275.4068136
,1500,2011,9,201109,Paraburdoo,Perth,Paraburdoo - Perth,669,980.0380762
,1501,2011,9,201109,Perth,Newman,Perth - Newman,634,928.7655311
,1502,2011,9,201109,Perth,Port Hedland,Perth - Port Hedland,549,804.246493
,1503,2011,9,201109,Perth,Sydney,Perth - Sydney,562,823.2905812
